X_Coordinate(nm),Y_Coordinate(nm),Cr_Composition
45.675,6.9357,0.279071518485095
45.777,6.9318,0.230932667885062
45.879,6.9279,0.193142696109774
45.981,6.9239,0.160650841336974
46.083,6.92,0.13500883213759
46.185,6.916,0.116397290867991
46.286,6.912,0.102769749340715
46.389,6.908,0.0955386915509448
46.491,6.9039,0.0905855314490783
46.593,6.8997,0.0897744422786788
46.695,6.8955,0.0897603173602018
46.797,6.8912,0.0913567709254683
46.9,6.8867,0.0937181647950549
47.002,6.882,0.0928157105263438
47.105,6.8772,0.092766648393908
47.208,6.8721,0.0936316127198821
47.311,6.8667,0.0936657249344865
47.413,6.861,0.0937182144682205
47.517,6.8549,0.0928944529962636
47.62,6.8484,0.09496798687687
47.723,6.8414,0.0971560743773758
47.827,6.8339,0.100891788441997
47.93,6.8258,0.100847215962663
48.034,6.817,0.103696507930684
48.138,6.8074,0.107877953130985
48.242,6.797,0.108804496417133
48.346,6.7856,0.107849703095293
48.451,6.7732,0.109155208098107
48.556,6.7596,0.108424750273983
48.66,6.7448,0.107581640937257
48.765,6.7285,0.104748300636993
48.871,6.7107,0.101309594677566
48.976,6.6912,0.0994957888374728
49.081,6.6698,0.0988555047970341
49.187,6.6463,0.0957015748035709
49.292,6.6206,0.0950545618311757
49.397,6.5924,0.0985719878167176
49.502,6.5617,0.105210068382067
49.606,6.5283,0.114427565921723
49.708,6.4923,0.133214462552547
49.809,6.4541,0.160455929111605
49.906,6.4146,0.195319235572246
50,6.375,0.240095982788272
0,6.5,0.201089897693099
0.074929,6.5467,0.250191532488443
0.15298,6.5896,0.307973392698263
0.23634,6.6293,0.376911032375285
0.33096,6.6645,0.448910677363878
0.44397,6.687,0.524337327234761
0.57146,6.6934,0.597748354642372
0.70467,6.6918,0.670320519108994
0.83963,6.688,0.736573841332972
0.97521,6.6844,0.795836198503405
1.111,6.682,0.849163263366955
1.247,6.6811,0.88973687473234
1.3829,6.6818,0.925017672046044
1.5187,6.6838,0.952168051343561
1.6545,6.687,0.97048488252175
1.7901,6.6911,0.986309171645309
1.9256,6.6961,1
2.0609,6.7019,1
2.1961,6.7083,1
2.3312,6.7154,1
2.4661,6.7231,1
2.6009,6.7314,1
2.7356,6.7405,1
2.8701,6.7504,1
3.0044,6.7611,1
3.1385,6.7728,1
3.2725,6.7856,1
3.4062,6.7996,1
3.5398,6.8148,1
3.673,6.8315,1
3.8059,6.8495,1
3.9386,6.869,1
4.0708,6.8899,1
4.2026,6.9121,1
4.3339,6.9354,1
4.4647,6.9597,1
4.595,6.9846,1
4.7246,7.01,1
4.8537,7.0354,0.999848891754889
4.9821,7.0605,0.988814829020998
5.1099,7.0853,0.97432087949045
5.2371,7.1092,0.957029395068964
5.3635,7.1323,0.939466283708736
5.4893,7.1543,0.916261950195655
5.6144,7.1751,0.893390767188354
5.7387,7.1945,0.867013527678719
5.8622,7.2126,0.838190339195207
5.985,7.2293,0.809945251793866
6.1069,7.2446,0.782483843037929
6.2278,7.2584,0.754547625085913
6.3478,7.2707,0.726459346971914
6.4667,7.2815,0.70517624686055
6.5845,7.2908,0.681581069833009
6.7012,7.2987,0.663348464692084
6.8166,7.3051,0.647667450099905
6.9308,7.31,0.635669376057248
7.0439,7.3134,0.625709445256872
7.1561,7.3153,0.622711825908398
7.2676,7.3158,0.619037085519409
7.3788,7.3148,0.623520790382797
7.49,7.3124,0.624670446372314
7.6016,7.3084,0.627369368888264
7.714,7.303,0.636775215159038
7.8273,7.2961,0.649387190641222
7.9418,7.2878,0.661729084434522
8.0576,7.278,0.677257503339585
8.1745,7.2668,0.69925586751309
8.2927,7.254,0.72389366571726
8.4119,7.2399,0.747186174491281
8.5323,7.2243,0.772140758888629
8.6536,7.2072,0.800690047563527
8.7758,7.1888,0.830333258731391
8.8988,7.1689,0.858821208892384
9.0227,7.1478,0.883218012612878
9.1473,7.1253,0.90974642994417
9.2727,7.1017,0.930323936889929
9.3987,7.077,0.95026077420282
9.5254,7.0513,0.962675788818905
9.6528,7.0249,0.977131312438867
9.7808,6.9979,0.986333135303426
9.9095,6.9707,0.997107091889576
10.039,6.9435,1
10.169,6.9166,1
10.299,6.8904,1
10.43,6.8651,1
10.561,6.8411,1
10.693,6.8184,1
10.825,6.7974,1
10.958,6.7779,1
11.091,6.76,1
11.224,6.7437,1
11.357,6.7289,1
11.491,6.7155,1
11.624,6.7034,1
11.758,6.6923,1
11.892,6.6823,1
12.026,6.6732,1
12.159,6.6647,1
12.293,6.657,1
12.428,6.6498,1
12.562,6.643,1
12.696,6.6366,1
12.83,6.6305,1
12.964,6.6246,1
13.099,6.6189,1
13.233,6.6132,1
13.367,6.6076,1
13.501,6.602,1
13.636,6.5963,1
13.77,6.5905,1
13.904,6.5845,1
14.039,6.5783,1
14.173,6.5719,1
14.307,6.5651,1
14.442,6.5581,1
14.576,6.5506,1
14.71,6.5427,1
14.845,6.5344,1
14.979,6.5255,1
15.113,6.5161,1
15.247,6.506,1
15.382,6.4953,1
15.516,6.4838,1
15.65,6.4715,1
15.784,6.4583,1
15.918,6.4441,1
16.052,6.4288,1
16.186,6.4124,1
16.32,6.3948,1
16.454,6.3757,1
16.588,6.3552,1
16.721,6.333,1
16.855,6.3091,1
16.988,6.2835,1
17.121,6.2561,1
17.254,6.2271,1
17.386,6.1964,1
17.518,6.1645,0.996136343105007
17.65,6.1315,0.976828237521541
17.781,6.0978,0.957334485029504
17.912,6.064,0.932316561242854
18.042,6.0303,0.90569514519725
18.172,5.9971,0.875794139392614
18.301,5.9649,0.841809606677293
18.43,5.9338,0.805805719276737
18.559,5.9041,0.766661895028465
18.687,5.876,0.724715138644003
18.814,5.8498,0.68489040948402
18.94,5.8257,0.641447774780496
19.065,5.8042,0.597362706283539
19.186,5.7861,0.556584905302511
19.301,5.7724,0.515018396998999
19.408,5.7635,0.476815416677863
19.51,5.7592,0.440719276245309
19.608,5.7581,0.406160498329363
19.704,5.7592,0.377055922360575
19.799,5.7619,0.349664056237171
19.894,5.7657,0.325093411361696
19.989,5.7704,0.30488466249022
20.083,5.7759,0.285991702077247
20.176,5.782,0.272211202201972
20.27,5.7888,0.260453020532664
20.363,5.7962,0.250128073089928
20.456,5.8042,0.246289196788083
20.549,5.8128,0.241378235791792
20.641,5.8218,0.240387105887489
20.734,5.8314,0.241396392122553
20.826,5.8414,0.242638791565628
20.917,5.8518,0.247485728442069
21.009,5.8626,0.251229686911106
21.1,5.8738,0.260870454835707
21.191,5.8853,0.272231231634142
21.281,5.897,0.28431967867308
21.372,5.9091,0.301942756178098
21.463,5.9214,0.322169924641265
21.553,5.934,0.34473221412643
21.644,5.947,0.372520367293476
21.735,5.9607,0.403012269150938
21.828,5.9756,0.437757231959988
21.925,5.9923,0.475334908391208
22.028,6.0119,0.515371708918807
22.139,6.0351,0.557710513320765
22.256,6.0614,0.598296718746214
22.378,6.0901,0.641891925220529
22.502,6.1204,0.68622144177704
22.627,6.1517,0.727121450015226
22.753,6.1839,0.768331622660186
22.879,6.2168,0.807257356222
23.006,6.2501,0.843284636786866
23.133,6.2837,0.875694861812269
23.261,6.3173,0.907965314043257
23.388,6.3505,0.933912190498835
23.517,6.3831,0.957742152409209
23.645,6.4147,0.978196572173711
23.774,6.4448,0.994730835077957
23.904,6.4732,1
24.034,6.4997,1
24.164,6.524,1
24.294,6.546,1
24.424,6.5658,1
24.555,6.5834,1
24.686,6.5989,1
24.817,6.6124,1
24.948,6.6241,1
25.08,6.6342,1
25.211,6.6427,1
25.343,6.6498,1
25.475,6.6556,1
25.607,6.6603,1
25.738,6.664,1
25.871,6.6669,1
26.003,6.669,1
26.135,6.6704,1
26.267,6.6714,1
26.4,6.6719,1
26.532,6.672,1
26.665,6.672,1
26.798,6.6718,1
26.931,6.6715,1
27.064,6.6713,1
27.197,6.6711,1
27.33,6.6711,1
27.463,6.6713,1
27.596,6.6717,1
27.729,6.6724,1
27.863,6.6734,1
27.996,6.6747,1
28.129,6.6764,1
28.263,6.6785,1
28.396,6.681,1
28.53,6.6839,1
28.663,6.6873,1
28.796,6.691,1
28.93,6.6952,1
29.063,6.6999,1
29.197,6.705,1
29.33,6.7105,1
29.463,6.7165,1
29.597,6.723,1
29.73,6.7299,1
29.863,6.7372,1
29.997,6.745,1
30.13,6.7533,1
30.263,6.762,1
30.396,6.7712,1
30.529,6.7808,1
30.662,6.7908,1
30.795,6.8012,1
30.928,6.8121,1
31.061,6.8233,1
31.193,6.8349,1
31.326,6.8468,1
31.458,6.859,1
31.591,6.8714,1
31.723,6.8841,1
31.856,6.8969,1
31.988,6.9098,1
32.12,6.9227,1
32.252,6.9356,1
32.384,6.9484,1
32.515,6.9611,1
32.647,6.9735,1
32.778,6.9857,1
32.91,6.9974,1
33.041,7.0087,1
33.173,7.0194,1
33.304,7.0296,1
33.435,7.0392,1
33.566,7.048,1
33.697,7.0561,1
33.828,7.0634,1
33.959,7.0698,1
34.09,7.0753,1
34.221,7.08,1
34.351,7.0837,1
34.482,7.0864,1
34.613,7.0881,1
34.744,7.0889,1
34.875,7.0887,1
35.006,7.0874,1
35.137,7.0852,1
35.268,7.082,1
35.4,7.0778,1
35.531,7.0727,1
35.662,7.0667,1
35.794,7.0598,1
35.926,7.0521,1
36.058,7.0436,1
36.19,7.0344,1
36.322,7.0246,1
36.454,7.0142,1
36.587,7.0034,1
36.719,6.9922,1
36.852,6.9808,1
36.985,6.9691,1
37.119,6.9573,1
37.252,6.9456,1
37.386,6.9339,1
37.52,6.9224,1
37.654,6.9111,1
37.788,6.9,1
37.922,6.8893,1
38.057,6.879,1
38.192,6.869,1
38.327,6.8594,1
38.462,6.8503,1
38.597,6.8416,1
38.732,6.8333,1
38.868,6.8254,1
39.004,6.818,1
39.139,6.8109,1
39.275,6.8042,1
39.411,6.7978,1
39.548,6.7918,1
39.684,6.7861,1
39.82,6.7808,1
39.957,6.7757,1
40.094,6.7708,1
40.231,6.7663,1
40.368,6.7619,1
40.505,6.7578,1
40.642,6.7539,1
40.78,6.7502,1
40.917,6.7468,1
41.055,6.7435,1
41.193,6.7404,1
41.331,6.7376,1
41.469,6.735,1
41.607,6.7326,1
41.746,6.7304,1
41.885,6.7285,1
42.024,6.7269,1
42.163,6.7257,1
42.302,6.7248,1
42.442,6.7244,1
42.581,6.7244,1
42.721,6.7251,1
42.862,6.7265,1
43.002,6.7286,1
43.143,6.7318,1
43.284,6.7361,1
43.425,6.7417,1
43.567,6.7491,1
43.709,6.7584,1
43.851,6.7701,0.991948736000219
43.993,6.7846,0.972790190529375
44.136,6.8025,0.941380768386613
44.279,6.8241,0.903541602404095
44.422,6.8498,0.859294712865231
44.564,6.8797,0.807051004063028
44.707,6.9135,0.747258518651396
44.849,6.9503,0.682611818941274
44.99,6.9881,0.613464747767718
45.126,7.0215,0.544360269247638
45.253,7.0409,0.476262136430615
45.366,7.0451,0.411706422359338
45.472,7.0432,0.349277461589699
45.575,7.0399,0.291120748288013
45.677,7.0361,0.242902588175604
45.779,7.0322,0.198638436488342
45.882,7.0283,0.165616634942629
45.984,7.0244,0.137984423663328
46.086,7.0205,0.117536913203753
46.188,7.0166,0.104054009265187
46.291,7.0126,0.0947752270706906
46.393,7.0087,0.0920054024658057
46.495,7.0047,0.0901791289153918
46.598,7.0006,0.0923239245633814
46.701,6.9964,0.0941645326760604
46.803,6.9921,0.0967814099486636
46.906,6.9876,0.0995971943483191
47.009,6.983,0.0982015840364989
47.112,6.9782,0.0973917336669257
47.215,6.9731,0.0973985683937971
47.319,6.9678,0.0957860773799894
47.422,6.9621,0.0945852512744605
47.525,6.9561,0.0921309699629969
47.629,6.9496,0.0930960615872605
47.733,6.9427,0.0945300871741838
47.837,6.9352,0.0972655786617745
47.941,6.9271,0.0968345712338948
48.045,6.9184,0.099756794384114
48.149,6.9089,0.104377567150258
48.253,6.8986,0.105577195349817
48.358,6.8873,0.105112792060136
48.463,6.875,0.10715260902718
48.567,6.8616,0.107373908735147
48.672,6.8469,0.107058795072788
48.777,6.8309,0.104395843789379
48.882,6.8134,0.100987198940449
48.988,6.7943,0.0986305551992854
49.093,6.7733,0.097127881133377
49.198,6.7505,0.0917913987448372
49.302,6.7257,0.0887552951934258
49.406,6.6987,0.0888215173366998
49.51,6.6696,0.0914751268815256
49.612,6.6383,0.0959277056769003
49.713,6.6052,0.109741989165201
49.811,6.5705,0.131567265388102
49.907,6.5352,0.161423342451863
50,6.5,0.201757270741288
0,6.625,0.172984025506786
0.07585,6.6691,0.217792875459678
0.15413,6.7099,0.272517127994114
0.23587,6.7476,0.339457934370628
0.32485,6.7824,0.410803770952678
0.42902,6.8101,0.487527019253162
0.55166,6.8216,0.562789906129099
0.6843,6.8205,0.638482037883677
0.82015,6.8158,0.708297452236433
0.95695,6.8111,0.771764440416674
1.0941,6.8079,0.828952161094831
1.2313,6.8065,0.872694841980403
1.3684,6.807,0.911080682189231
1.5055,6.8089,0.940826198627529
1.6424,6.8121,0.960622331098805
1.7791,6.8164,0.978103225976938
1.9157,6.8215,0.994271306170968
2.0521,6.8273,1
2.1883,6.8339,1
2.3244,6.841,1
2.4603,6.8488,1
2.5961,6.8573,1
2.7317,6.8665,1
2.8671,6.8765,1
3.0024,6.8873,1
3.1374,6.8992,1
3.2723,6.9122,1
3.407,6.9264,1
3.5414,6.9419,1
3.6755,6.9589,1
3.8094,6.9774,1
3.9429,6.9975,1
4.076,7.0191,1
4.2087,7.042,1
4.3408,7.0663,1
4.4725,7.0915,1
4.6036,7.1174,1
4.7341,7.1438,0.996067838453147
4.864,7.1703,0.983907352125527
4.9932,7.1965,0.968416090961992
5.1218,7.2222,0.948598350033098
5.2497,7.2471,0.925835111632587
5.3768,7.2711,0.902387089816951
5.5033,7.2939,0.87328910831816
5.6291,7.3155,0.844679678972774
5.754,7.3357,0.812486417722075
5.8781,7.3545,0.778586374453673
6.0014,7.3718,0.745691986922965
6.1236,7.3877,0.714195358380916
6.2447,7.402,0.682573882650836
6.3645,7.4147,0.650878308218073
6.4829,7.4259,0.627095053764794
6.5996,7.4354,0.601444746357068
6.7144,7.4434,0.58120293836551
6.8272,7.4498,0.564586364649546
6.938,7.4546,0.551614687047101
7.0472,7.4578,0.541122909987106
7.155,7.4595,0.537915655020718
7.2619,7.4599,0.5344631917387
7.3684,7.4588,0.539417349487508
7.4749,7.4563,0.541045505443236
7.5819,7.4525,0.544245027685127
7.6898,7.4472,0.554816790596174
7.7992,7.4405,0.56842204342911
7.9103,7.4322,0.582081862094367
8.0234,7.4224,0.599005331105554
8.1386,7.411,0.623197319372953
8.2556,7.398,0.649970804489717
8.3743,7.3835,0.676037071411482
8.4944,7.3674,0.70366366199625
8.6158,7.3498,0.735868130356079
8.7382,7.3307,0.769533776417818
8.8617,7.3102,0.802211792001185
8.986,7.2883,0.831346347397391
9.1111,7.2651,0.863399532129907
9.2369,7.2406,0.889244331105242
9.3634,7.215,0.914597735443303
9.4907,7.1884,0.932328176203729
9.6186,7.161,0.952383813631562
9.7471,7.133,0.966947775775627
9.8763,7.1047,0.982493663581072
10.006,7.0764,0.991649374185396
10.136,7.0485,0.998813967342793
10.267,7.0213,1
10.399,6.9951,1
10.531,6.9703,1
10.663,6.9469,1
10.796,6.9253,1
10.929,6.9053,1
11.062,6.8871,1
11.195,6.8705,1
11.329,6.8556,1
11.463,6.842,1
11.596,6.8298,1
11.73,6.8187,1
11.865,6.8087,1
11.999,6.7996,1
12.133,6.7912,1
12.267,6.7835,1
12.401,6.7763,1
12.536,6.7696,1
12.67,6.7633,1
12.804,6.7573,1
12.938,6.7515,1
13.073,6.7458,1
13.207,6.7402,1
13.341,6.7347,1
13.476,6.7291,1
13.61,6.7235,1
13.744,6.7177,1
13.878,6.7118,1
14.013,6.7056,1
14.147,6.6992,1
14.281,6.6925,1
14.415,6.6855,1
14.55,6.6781,1
14.684,6.6702,1
14.818,6.6619,1
14.952,6.6531,1
15.086,6.6436,1
15.22,6.6336,1
15.354,6.6229,1
15.488,6.6114,1
15.621,6.5991,1
15.755,6.5859,1
15.889,6.5718,1
16.022,6.5566,1
16.156,6.5403,1
16.289,6.5227,1
16.423,6.5038,1
16.556,6.4834,1
16.689,6.4616,1
16.821,6.438,1
16.954,6.4129,1
17.086,6.3861,1
17.218,6.3577,1
17.35,6.3278,1
17.481,6.2967,1
17.612,6.2647,0.993171262386184
17.742,6.2321,0.977668425504389
17.872,6.1993,0.957508120471471
18.001,6.1667,0.936137305613756
18.13,6.1345,0.911987743185213
18.258,6.1032,0.883646080924231
18.386,6.073,0.853398450237576
18.513,6.0441,0.819688706583486
18.64,6.0167,0.782776236588385
18.766,5.9909,0.747379398081219
18.891,5.9669,0.708068020328412
19.016,5.9449,0.667414600438318
19.139,5.9251,0.629027858714455
19.26,5.9078,0.589664159465985
19.377,5.8937,0.552837570562112
19.489,5.8833,0.517501630726595
19.595,5.8768,0.483213523337166
19.695,5.874,0.453691427011512
19.793,5.874,0.426141647910093
19.889,5.8762,0.400288314614019
19.984,5.88,0.379138902279512
20.079,5.8851,0.358741914692367
20.173,5.8911,0.34318105044475
20.267,5.8979,0.330240234872421
20.36,5.9055,0.318446814053299
20.453,5.9138,0.313025475646119
20.546,5.9226,0.307008050399799
20.639,5.932,0.305114080964174
20.731,5.942,0.305327064211043
20.823,5.9524,0.306220604297593
20.915,5.9633,0.311191070186074
21.007,5.9747,0.315598046857961
21.098,5.9864,0.32612088261975
21.189,5.9985,0.339134876209221
21.28,6.011,0.352578447400271
21.371,6.024,0.372017791089568
21.462,6.0375,0.3941802242029
21.554,6.0519,0.418440323735841
21.647,6.0674,0.447504918330893
21.744,6.0847,0.478562478241788
21.845,6.1043,0.51341736437492
21.953,6.1265,0.550073565329036
22.066,6.1513,0.588422931393976
22.185,6.1781,0.628589317670482
22.305,6.2064,0.666283564322112
22.427,6.2358,0.706276009401526
22.55,6.2662,0.746070018703264
22.674,6.2972,0.782626357601101
22.798,6.3289,0.819187531572612
22.923,6.3612,0.85297867956876
23.048,6.3938,0.8840736681478
23.174,6.4265,0.911842843984543
23.3,6.4592,0.938620411257707
23.427,6.4915,0.96009077135527
23.554,6.5231,0.979201068047659
23.681,6.5537,0.995601479954358
23.809,6.5829,1
23.937,6.6105,1
24.066,6.6362,1
24.195,6.6598,1
24.325,6.6813,1
24.454,6.7005,1
24.584,6.7177,1
24.714,6.7329,1
24.844,6.7461,1
24.975,6.7575,1
25.106,6.7672,1
25.236,6.7754,1
25.367,6.7823,1
25.498,6.7878,1
25.629,6.7923,1
25.761,6.7957,1
25.892,6.7983,1
26.024,6.8001,1
26.156,6.8013,1
26.288,6.802,1
26.42,6.8022,1
26.552,6.8021,1
26.684,6.8018,1
26.816,6.8014,1
26.949,6.8009,1
27.081,6.8004,1
27.214,6.8001,1
27.347,6.7999,1
27.479,6.7999,1
27.612,6.8001,1
27.745,6.8007,1
27.878,6.8016,1
28.011,6.8029,1
28.144,6.8045,1
28.277,6.8066,1
28.41,6.809,1
28.544,6.8119,1
28.677,6.8153,1
28.81,6.8191,1
28.943,6.8233,1
29.076,6.828,1
29.209,6.8331,1
29.343,6.8387,1
29.476,6.8448,1
29.609,6.8513,1
29.742,6.8583,1
29.875,6.8658,1
30.008,6.8738,1
30.141,6.8822,1
30.274,6.891,1
30.407,6.9004,1
30.54,6.9102,1
30.673,6.9204,1
30.806,6.9311,1
30.938,6.9422,1
31.071,6.9536,1
31.203,6.9655,1
31.336,6.9777,1
31.468,6.9902,1
31.601,7.0029,1
31.733,7.0159,1
31.865,7.0291,1
31.997,7.0423,1
32.129,7.0556,1
32.261,7.0689,1
32.392,7.0821,1
32.524,7.0951,1
32.656,7.1079,1
32.787,7.1204,1
32.918,7.1325,1
33.049,7.1441,1
33.181,7.1552,1
33.312,7.1657,1
33.443,7.1755,1
33.574,7.1846,1
33.704,7.1929,1
33.835,7.2004,1
33.966,7.207,1
34.097,7.2127,1
34.228,7.2175,1
34.358,7.2212,1
34.489,7.224,1
34.62,7.2258,1
34.751,7.2266,1
34.882,7.2263,1
35.013,7.225,1
35.144,7.2227,1
35.275,7.2194,1
35.406,7.215,1
35.537,7.2097,1
35.669,7.2035,1
35.8,7.1963,1
35.932,7.1883,1
36.064,7.1795,1
36.196,7.17,1
36.328,7.1598,1
36.46,7.149,1
36.593,7.1378,1
36.726,7.1262,1
36.858,7.1143,1
36.992,7.1022,1
37.125,7.09,1
37.259,7.0778,1
37.392,7.0658,1
37.526,7.0538,1
37.66,7.0422,1
37.795,7.0308,1
37.929,7.0197,1
38.064,7.0091,1
38.199,6.9988,1
38.334,6.989,1
38.469,6.9796,1
38.605,6.9707,1
38.74,6.9622,1
38.876,6.9541,1
39.012,6.9465,1
39.148,6.9393,1
39.284,6.9324,1
39.42,6.9259,1
39.556,6.9198,1
39.693,6.914,1
39.83,6.9084,1
39.966,6.9032,1
40.103,6.8983,1
40.24,6.8936,1
40.378,6.8891,1
40.515,6.8849,1
40.653,6.8809,1
40.79,6.8771,1
40.928,6.8735,1
41.066,6.8701,1
41.204,6.8669,1
41.343,6.8639,1
41.481,6.8611,1
41.62,6.8585,1
41.759,6.8562,1
41.898,6.8541,1
42.037,6.8523,1
42.176,6.8508,1
42.316,6.8497,1
42.456,6.8491,1
42.596,6.8489,1
42.737,6.8492,1
42.877,6.8503,1
43.018,6.8521,1
43.159,6.8549,1
43.301,6.8588,1
43.443,6.8641,1
43.585,6.871,1
43.727,6.88,1
43.87,6.8914,0.984157503228563
44.013,6.9057,0.962412989912162
44.156,6.9235,0.927273802671692
44.299,6.9453,0.885267767557949
44.443,6.9716,0.836501321053948
44.586,7.0023,0.779758091743646
44.729,7.0373,0.715894201911929
44.872,7.0751,0.647733626405161
45.011,7.1119,0.575784650651506
45.143,7.1384,0.505411571617537
45.262,7.1474,0.437026388395917
45.37,7.1468,0.373749887513281
45.474,7.1437,0.313604444278922
45.577,7.1401,0.258966517531291
45.679,7.1362,0.215040644047146
45.782,7.1324,0.175309696013131
45.884,7.1285,0.147291164889417
45.986,7.1246,0.124642525668973
46.089,7.1208,0.109002172383809
46.192,7.1169,0.100113568200768
46.294,7.113,0.0944816952089046
46.397,7.1091,0.0951263035327607
46.5,7.1051,0.0954307781794941
46.603,7.1011,0.0993978074116131
46.706,7.0969,0.101981627326212
46.809,7.0927,0.104576287741531
46.912,7.0883,0.106932225725735
47.015,7.0837,0.10430033062785
47.119,7.079,0.102115016781634
47.222,7.0739,0.100829097701935
47.326,7.0687,0.097294658240029
47.43,7.063,0.0946191885516939
47.534,7.0571,0.0904490147259598
47.638,7.0507,0.0902788885950988
47.742,7.0438,0.0908535839265591
47.846,7.0364,0.0926946240938666
47.95,7.0284,0.0919333744394889
48.055,7.0198,0.0950087265888581
48.159,7.0104,0.100144598378538
48.264,7.0002,0.101713180139371
48.369,6.9891,0.102074695963291
48.473,6.977,0.105082560371897
48.578,6.9638,0.106574435837588
48.683,6.9495,0.107314928624225
48.788,6.9338,0.105424363081046
48.893,6.9167,0.102975133318014
48.998,6.8981,0.100864102819233
49.102,6.8779,0.0995596880049253
49.207,6.8559,0.0932002023671372
49.311,6.8322,0.0890769571438108
49.414,6.8066,0.0868373298361355
49.516,6.7792,0.0867109960208171
49.617,6.7502,0.0872205763780181
49.716,6.7197,0.0967891442566051
49.813,6.6883,0.113452466636715
49.908,6.6565,0.138211951788319
50,6.625,0.173642671352237
0,6.75,0.149501961330966
0.076765,6.7918,0.189807621976641
0.1556,6.8305,0.241107550295656
0.23695,6.8662,0.305399683436817
0.32296,6.8995,0.375458104204621
0.41982,6.9292,0.45279223725418
0.53544,6.9468,0.529419642008911
0.666,6.9481,0.607798716946616
0.80226,6.9427,0.680786042536321
0.94014,6.9371,0.74824705206451
1.0785,6.9331,0.809107462191016
1.2169,6.9313,0.855980460418947
1.3552,6.9316,0.897544209083467
1.4934,6.9335,0.929982105187444
1.6314,6.9368,0.951378469007478
1.7693,6.9411,0.970555753884413
1.9069,6.9464,0.988206898974891
2.0443,6.9524,1
2.1816,6.959,1
2.3187,6.9663,1
2.4556,6.9742,1
2.5923,6.9827,1
2.7289,6.992,1
2.8653,7.0021,1
3.0015,7.0131,1
3.1375,7.0251,1
3.2733,7.0383,1
3.4089,7.0527,1
3.5443,7.0685,1
3.6794,7.0859,1
3.8143,7.1049,1
3.9487,7.1255,1
4.0828,7.1478,1
4.2165,7.1716,1
4.3496,7.1967,1
4.4823,7.2229,1
4.6144,7.2499,0.992500101465742
4.7458,7.2774,0.978675782996964
4.8767,7.3049,0.961286448279576
5.0069,7.3322,0.940074005622475
5.1365,7.359,0.913968609043864
5.2654,7.3849,0.885072254945188
5.3936,7.4098,0.855384341128809
5.5211,7.4335,0.820398943447578
5.6479,7.4558,0.78624100284138
5.7739,7.4768,0.748704743345624
5.899,7.4962,0.710441260861414
6.0231,7.5141,0.673660107958969
6.146,7.5303,0.638998047220481
6.2673,7.5448,0.604582416592731
6.3867,7.5574,0.570241585049564
6.5036,7.5681,0.544766540917544
6.6175,7.5768,0.518023259026521
6.7284,7.5835,0.49655755114858
6.8368,7.5883,0.479719148807596
6.9431,7.5914,0.466438891130379
7.048,7.593,0.456057319166904
7.1521,7.5935,0.45310668769747
7.2556,7.593,0.450373548182688
7.359,7.5916,0.455997310280548
7.4623,7.5894,0.458435325887859
7.5658,7.5863,0.462191201110867
7.6698,7.5823,0.473951581921171
7.7746,7.5771,0.488246622368868
7.8809,7.5705,0.502832789588706
7.9893,7.5622,0.520711584589018
8.1004,7.552,0.54632961361361
8.2145,7.5399,0.574334040140535
8.3316,7.5257,0.602163367211301
8.4512,7.5097,0.631361102588371
8.5727,7.4919,0.665995571092916
8.6958,7.4724,0.702625471028395
8.82,7.4513,0.738399136478781
8.9451,7.4287,0.771521383191454
9.0711,7.4047,0.808420354998986
9.1978,7.3794,0.839196781593281
9.3251,7.3529,0.869753891528265
9.4532,7.3254,0.892938234407319
9.5818,7.2969,0.918902638988712
9.7111,7.2679,0.939244707960955
9.8409,7.2385,0.960164595255082
9.9714,7.2091,0.974245747744733
10.102,7.1802,0.985572495171548
10.234,7.1519,0.994340430303234
10.366,7.1248,1
10.498,7.0991,1
10.631,7.0751,1
10.765,7.0528,1
10.898,7.0324,1
11.032,7.0138,1
11.166,6.997,1
11.3,6.9819,1
11.434,6.9682,1
11.568,6.956,1
11.702,6.9449,1
11.837,6.9349,1
11.971,6.9258,1
12.106,6.9175,1
12.24,6.9099,1
12.375,6.9028,1
12.509,6.8962,1
12.644,6.89,1
12.778,6.884,1
12.912,6.8783,1
13.047,6.8727,1
13.181,6.8672,1
13.316,6.8617,1
13.45,6.8562,1
13.584,6.8506,1
13.718,6.8449,1
13.853,6.8391,1
13.987,6.833,1
14.121,6.8267,1
14.255,6.82,1
14.389,6.813,1
14.523,6.8056,1
14.657,6.7978,1
14.791,6.7895,1
14.925,6.7807,1
15.059,6.7713,1
15.193,6.7613,1
15.326,6.7506,1
15.46,6.7392,1
15.593,6.7269,1
15.727,6.7138,1
15.86,6.6997,1
15.993,6.6846,1
16.126,6.6684,1
16.259,6.651,1
16.392,6.6322,1
16.525,6.6121,1
16.657,6.5905,1
16.789,6.5674,1
16.921,6.5427,1
17.053,6.5164,1
17.184,6.4887,1
17.315,6.4596,1
17.445,6.4294,1
17.575,6.3984,1
17.704,6.3668,0.991686472189831
17.833,6.335,0.976041049051941
17.962,6.3033,0.959660059934856
18.089,6.2722,0.941047704020361
18.217,6.2418,0.918330897446746
18.343,6.2124,0.89400993213783
18.469,6.1843,0.866201424195688
18.595,6.1577,0.834919757178527
18.719,6.1326,0.804740245873685
18.844,6.1091,0.770540545223359
18.967,6.0874,0.734493274781395
19.089,6.0676,0.699679527936794
19.211,6.0497,0.663926593993491
19.331,6.034,0.629826800473724
