X_Coordinate(nm),Y_Coordinate(nm),Cr_Composition
21.309,28.332,1
21.439,28.327,1
21.569,28.322,1
21.7,28.317,1
21.831,28.312,1
21.962,28.307,1
22.093,28.302,1
22.225,28.298,1
22.356,28.295,1
22.488,28.292,1
22.62,28.289,1
22.752,28.287,1
22.884,28.286,1
23.017,28.285,1
23.149,28.285,1
23.282,28.286,1
23.414,28.287,1
23.547,28.289,1
23.68,28.292,1
23.812,28.295,1
23.945,28.299,1
24.078,28.304,1
24.211,28.309,1
24.345,28.315,1
24.478,28.321,1
24.611,28.328,1
24.744,28.335,1
24.878,28.343,1
25.011,28.351,1
25.145,28.36,1
25.279,28.369,1
25.412,28.379,1
25.546,28.389,1
25.68,28.4,1
25.814,28.411,1
25.948,28.422,1
26.082,28.434,1
26.216,28.446,1
26.351,28.459,1
26.485,28.472,1
26.619,28.485,1
26.754,28.499,1
26.889,28.513,1
27.023,28.528,1
27.158,28.543,1
27.293,28.559,1
27.428,28.575,1
27.563,28.593,1
27.698,28.611,1
27.833,28.629,1
27.968,28.649,1
28.103,28.67,1
28.239,28.693,1
28.374,28.717,1
28.509,28.742,0.999933518810409
28.645,28.77,0.988591314203341
28.78,28.799,0.976941809346148
28.915,28.83,0.960808802160394
29.05,28.863,0.939094882226752
29.184,28.897,0.91921057940602
29.319,28.933,0.885870651312106
29.452,28.968,0.851334191784352
29.586,29.004,0.811921421067476
29.719,29.04,0.767247446668838
29.852,29.074,0.719816786418525
29.985,29.108,0.667498665901061
30.116,29.139,0.618526999201222
30.245,29.167,0.568152194185359
30.369,29.19,0.52051945548859
30.484,29.205,0.475309458172705
30.591,29.214,0.433388802510189
30.693,29.218,0.395252176301523
30.793,29.22,0.358230173653688
30.892,29.22,0.326930303948032
30.991,29.219,0.296424155119494
31.089,29.219,0.267063131910005
31.188,29.218,0.245111217518803
31.286,29.216,0.222591055882172
31.385,29.215,0.204952518506173
31.484,29.213,0.187359414574149
31.582,29.211,0.17469997856641
31.681,29.209,0.166803954602239
31.779,29.207,0.158532076583084
31.878,29.205,0.152741254362846
31.976,29.203,0.152290419311532
32.075,29.201,0.154191414971378
32.173,29.199,0.156178831817405
32.272,29.197,0.157994933415826
32.37,29.195,0.162674719970888
32.469,29.193,0.166611235257096
32.567,29.191,0.171946816431277
32.666,29.189,0.179104209423117
32.765,29.187,0.187163290178609
32.863,29.186,0.198954744131604
32.962,29.184,0.21424934795002
33.061,29.183,0.235135293074122
33.16,29.182,0.261869672744057
33.259,29.18,0.288922335553945
33.358,29.179,0.325335359396608
33.458,29.177,0.362721810622501
33.559,29.174,0.405464330885893
33.662,29.169,0.448565149941659
33.771,29.158,0.496225283209879
33.89,29.141,0.546861299910466
34.015,29.117,0.595303820681936
34.146,29.09,0.649198985126632
34.277,29.06,0.694065093709133
34.41,29.028,0.747230566989521
34.544,28.996,0.792681028238511
34.677,28.962,0.83411609377673
34.811,28.929,0.87436199676419
34.946,28.896,0.911853329058966
35.081,28.863,0.941977395689953
35.216,28.832,0.972031026961962
35.351,28.801,0.991614360391114
35.487,28.773,1
35.623,28.746,1
35.76,28.722,1
35.896,28.699,1
36.032,28.678,1
36.169,28.659,1
36.306,28.642,1
36.442,28.625,1
36.579,28.609,1
36.715,28.595,1
36.852,28.58,1
36.988,28.565,1
37.124,28.551,1
37.261,28.536,1
37.397,28.52,1
37.533,28.503,1
37.668,28.484,1
37.804,28.465,1
37.939,28.444,1
38.073,28.421,1
38.207,28.397,1
38.341,28.373,0.994322301706311
38.474,28.347,0.973605793888055
38.607,28.321,0.951307883425016
38.739,28.296,0.923125081425139
38.87,28.271,0.889980679457885
39,28.247,0.855699215850224
39.13,28.224,0.818020033363054
39.259,28.203,0.779827628259321
39.387,28.183,0.740474590184123
39.515,28.165,0.703362629374245
39.641,28.149,0.666640244665563
39.766,28.135,0.631824193931436
39.888,28.123,0.601050282079541
40.008,28.114,0.570337150206242
40.124,28.108,0.541648382297043
40.235,28.104,0.51738944578808
40.343,28.102,0.494531575202989
40.447,28.103,0.47358028153191
40.551,28.105,0.455241757443201
40.653,28.107,0.444526080032185
40.754,28.11,0.430106426718586
40.855,28.113,0.421666749037861
40.956,28.117,0.418966994566881
41.057,28.12,0.417841556284165
41.157,28.123,0.421574272717868
41.258,28.125,0.429291380607316
41.359,28.128,0.444919647046409
41.46,28.132,0.460581417438056
41.562,28.135,0.483332256191919
41.666,28.141,0.505425307351089
41.774,28.147,0.532580154000005
41.885,28.156,0.561608600393099
42.001,28.167,0.590037427009952
42.12,28.18,0.620438698792889
42.242,28.194,0.652853662777247
42.366,28.21,0.685230811219034
42.491,28.227,0.720029478553362
42.617,28.245,0.748814822675292
42.744,28.264,0.784174335602347
42.872,28.284,0.816811968869719
43,28.305,0.848556816679978
43.13,28.326,0.881818184085115
43.259,28.347,0.910874306697643
43.39,28.368,0.935724844530872
43.521,28.388,0.95758212753748
43.653,28.406,0.974983027687952
43.785,28.423,0.987056125815045
43.918,28.438,0.99555762796332
44.051,28.451,1
44.185,28.461,1
44.318,28.47,1
44.452,28.477,1
44.586,28.482,1
44.721,28.486,1
44.855,28.488,1
44.99,28.489,1
45.124,28.489,1
45.259,28.489,1
45.394,28.487,1
45.528,28.485,1
45.663,28.483,1
45.798,28.48,1
45.933,28.477,1
46.068,28.474,1
46.203,28.47,1
46.338,28.466,1
46.473,28.462,1
46.608,28.458,1
46.744,28.454,1
46.879,28.45,1
47.014,28.445,1
47.149,28.441,1
47.285,28.437,1
47.42,28.432,1
47.556,28.428,1
47.691,28.424,1
47.826,28.419,1
47.962,28.415,1
48.098,28.411,1
48.233,28.407,1
48.369,28.403,1
48.505,28.4,1
48.64,28.396,1
48.776,28.393,1
48.912,28.39,1
49.048,28.387,1
49.184,28.384,0.984537068808716
49.32,28.382,0.96675038750666
49.456,28.38,0.935705870736044
49.592,28.378,0.895497072794038
49.728,28.376,0.848324526059572
49.864,28.375,0.792781238224251
50,28.375,0.730272677895407
0,28.5,0.741632011006282
0.14062,28.482,0.682409347730946
0.28165,28.465,0.618737254200936
0.42255,28.445,0.559096307179391
0.56181,28.422,0.495396909079066
0.69581,28.397,0.449248624163696
0.81978,28.377,0.399900777150912
0.93255,28.365,0.361180108005982
1.0376,28.358,0.329613803402338
1.1384,28.353,0.304201154838398
1.2369,28.35,0.28604291044829
1.3339,28.348,0.280775847549271
1.4301,28.347,0.281113821674087
1.5257,28.348,0.288922522694417
1.6215,28.35,0.299300721042155
1.7186,28.354,0.329246820817445
1.8198,28.36,0.360235348907404
1.9295,28.372,0.40220800009893
2.051,28.391,0.450776201310618
2.1816,28.414,0.500846521745699
2.316,28.436,0.552628392012438
2.4512,28.455,0.614026549691499
2.5859,28.473,0.667340661961478
2.7198,28.491,0.726276776612474
2.853,28.51,0.785738679656676
2.9855,28.529,0.840598684509383
3.1173,28.549,0.890619012190579
3.2486,28.57,0.935599760228116
3.3793,28.592,0.974319075733958
3.5095,28.615,1
3.6392,28.638,1
3.7684,28.661,1
3.8973,28.684,1
4.0257,28.706,1
4.1538,28.729,1
4.2817,28.75,1
4.4092,28.771,1
4.5365,28.791,1
4.6636,28.81,1
4.7904,28.828,1
4.9171,28.844,1
5.0437,28.859,1
5.1701,28.873,1
5.2964,28.886,1
5.4227,28.897,1
5.5488,28.907,1
5.6749,28.915,1
5.8009,28.922,1
5.927,28.927,1
6.0529,28.93,1
6.1789,28.933,1
6.3049,28.933,1
6.4309,28.933,1
6.5569,28.93,1
6.683,28.927,1
6.8092,28.922,1
6.9354,28.915,1
7.0617,28.907,1
7.1881,28.898,1
7.3147,28.887,1
7.4413,28.876,1
7.5681,28.863,1
7.6951,28.849,1
7.8223,28.834,1
7.9496,28.819,1
8.0771,28.803,1
8.2048,28.787,1
8.3327,28.77,1
8.4608,28.753,1
8.5891,28.736,1
8.7176,28.719,1
8.8463,28.703,1
8.9751,28.687,1
9.1041,28.671,1
9.2332,28.656,1
9.3624,28.641,1
9.4917,28.627,1
9.621,28.613,1
9.7505,28.6,1
9.88,28.587,1
10.009,28.574,1
10.139,28.562,1
10.269,28.55,1
10.398,28.538,1
10.528,28.527,1
10.657,28.515,1
10.787,28.502,1
10.916,28.49,1
11.045,28.477,1
11.175,28.464,1
11.304,28.45,1
11.433,28.436,1
11.562,28.421,1
11.691,28.405,1
11.819,28.388,1
11.947,28.371,1
12.075,28.352,1
12.203,28.333,1
12.331,28.312,1
12.458,28.291,1
12.585,28.27,1
12.711,28.248,1
12.837,28.225,1
12.963,28.203,1
13.088,28.18,1
13.213,28.158,1
13.337,28.136,1
13.461,28.114,1
13.584,28.094,1
13.707,28.074,1
13.83,28.055,1
13.952,28.037,1
14.073,28.02,1
14.194,28.004,0.996401795714235
14.315,27.989,0.989613661462246
14.435,27.976,0.985313445817732
14.555,27.964,0.978646187038339
14.674,27.953,0.970226197334456
14.793,27.943,0.96061226865288
14.912,27.935,0.950964729465065
15.03,27.928,0.938515500686903
15.147,27.923,0.929212917603493
15.265,27.919,0.913996468011227
15.382,27.916,0.904757126842223
15.498,27.915,0.891563889062915
15.615,27.915,0.88333221385826
15.731,27.917,0.879554424954192
15.847,27.92,0.873857210552446
15.962,27.925,0.871978228070864
16.078,27.931,0.869659562176208
16.194,27.938,0.870600438305617
16.309,27.947,0.875594944951978
16.425,27.958,0.879386797128113
16.541,27.969,0.886251149386657
16.657,27.982,0.896511499660367
16.773,27.996,0.904711200510675
16.889,28.011,0.914754659335497
17.005,28.028,0.92611273017937
17.122,28.045,0.932879941615381
17.239,28.062,0.941735069432219
17.357,28.081,0.949747656446508
17.474,28.1,0.957065066460527
17.593,28.119,0.965911533257999
17.711,28.139,0.974864183854914
17.83,28.16,0.983876748251468
17.949,28.18,0.990519198832699
18.069,28.201,1
18.189,28.222,1
18.309,28.243,1
18.43,28.264,1
18.552,28.284,1
18.673,28.304,1
18.796,28.324,1
18.918,28.343,1
19.041,28.362,1
19.165,28.38,1
19.289,28.396,1
19.414,28.412,1
19.538,28.426,1
19.664,28.439,1
19.79,28.45,1
19.916,28.459,1
20.042,28.467,1
20.169,28.473,1
20.297,28.477,1
20.424,28.48,1
20.553,28.481,1
20.681,28.481,1
20.81,28.479,1
20.939,28.477,1
21.068,28.473,1
21.197,28.469,1
21.327,28.464,1
21.457,28.459,1
21.588,28.453,1
21.718,28.448,1
21.849,28.443,1
21.98,28.438,1
22.111,28.433,1
22.243,28.428,1
22.374,28.425,1
22.506,28.421,1
22.638,28.419,1
22.77,28.417,1
22.902,28.416,1
23.034,28.415,1
23.167,28.415,1
23.299,28.416,1
23.432,28.417,1
23.564,28.419,1
23.697,28.422,1
23.83,28.425,1
23.963,28.429,1
24.096,28.434,1
24.229,28.439,1
24.363,28.444,1
24.496,28.451,1
24.629,28.457,1
24.763,28.465,1
24.896,28.473,1
25.03,28.481,1
25.164,28.49,1
25.298,28.499,1
25.431,28.509,1
25.565,28.519,1
25.7,28.529,1
25.834,28.54,1
25.968,28.551,1
26.102,28.563,1
26.237,28.575,1
26.371,28.588,1
26.506,28.601,1
26.641,28.614,1
26.775,28.628,1
26.91,28.642,1
27.045,28.656,1
27.181,28.671,1
27.316,28.687,1
27.451,28.703,1
27.587,28.72,1
27.722,28.738,1
27.858,28.757,1
27.994,28.776,1
28.129,28.797,1
28.265,28.82,1
28.401,28.844,1
28.537,28.87,0.998921410870294
28.673,28.897,0.985081145578281
28.809,28.927,0.969145920989563
28.945,28.959,0.948247879530818
29.081,28.993,0.920860928640471
29.216,29.028,0.894868044293891
29.351,29.064,0.855443839980846
29.486,29.101,0.814396113941448
29.621,29.138,0.769499234106342
29.755,29.174,0.720196205464814
29.889,29.21,0.66871357920777
30.021,29.243,0.613761014092718
30.151,29.272,0.562826816785544
30.274,29.296,0.511712142151588
30.388,29.31,0.463801737067635
30.493,29.317,0.419514747661993
30.594,29.321,0.378601987907458
30.693,29.322,0.341467667726889
30.792,29.322,0.306357187304196
30.891,29.322,0.276785368265211
30.989,29.321,0.24807070447599
31.087,29.32,0.221031370210557
31.186,29.319,0.201081541986107
31.284,29.317,0.18087139157508
31.382,29.316,0.165780187313555
31.481,29.314,0.150563734257528
31.579,29.312,0.140204521109983
31.677,29.311,0.13417116011729
31.776,29.309,0.127558724091997
31.874,29.307,0.12288275581322
31.972,29.305,0.122768401450612
32.071,29.303,0.124252854121079
32.169,29.3,0.125520051632861
32.267,29.298,0.125834676006939
32.365,29.296,0.128316135736839
32.464,29.294,0.129670143204366
32.562,29.292,0.132569289673848
32.66,29.291,0.136386847932366
32.759,29.289,0.141502200129483
32.857,29.287,0.150172207770601
32.956,29.286,0.162476116749308
33.054,29.284,0.18043683868452
33.153,29.283,0.20472861798621
33.251,29.282,0.229642855737288
33.35,29.281,0.263653810189955
33.449,29.279,0.299810594606165
33.548,29.278,0.340894707797307
33.648,29.276,0.383454183319847
33.75,29.272,0.431081025882501
33.858,29.264,0.482749736740762
33.974,29.248,0.532547532388578
34.099,29.224,0.588722194044301
34.23,29.195,0.637155344374391
34.363,29.163,0.694132201999072
34.497,29.13,0.744207089643621
34.631,29.096,0.790753878058801
34.766,29.061,0.836639587056081
34.901,29.026,0.879647013771177
35.037,28.993,0.915462071818492
35.173,28.96,0.950426793865227
35.309,28.928,0.975090573449417
35.445,28.899,1
35.582,28.872,1
35.718,28.846,1
35.855,28.823,1
35.992,28.802,1
36.129,28.783,1
36.266,28.765,1
36.403,28.748,1
36.539,28.733,1
36.676,28.718,1
36.812,28.703,1
36.949,28.689,1
37.085,28.674,1
37.221,28.659,1
37.357,28.643,1
37.493,28.626,1
37.628,28.609,1
37.763,28.59,1
37.898,28.569,1
38.032,28.548,1
38.166,28.525,1
38.299,28.501,1
38.432,28.477,0.995218070288643
38.563,28.452,0.978284481316508
38.695,28.428,0.955797818682411
38.825,28.404,0.928715249744203
38.955,28.382,0.900153890673821
39.084,28.36,0.868092257404975
39.212,28.34,0.835253744296036
39.339,28.321,0.800809474194326
39.466,28.304,0.768060681297635
39.591,28.289,0.734944705536526
39.716,28.275,0.70333760892139
39.839,28.263,0.675011167312993
39.96,28.253,0.646415284519515
40.079,28.245,0.619331435397934
40.196,28.239,0.59627859581302
40.31,28.234,0.574068530663321
40.421,28.232,0.553711988316531
40.529,28.231,0.5359621489719
40.635,28.231,0.525378842399656
40.739,28.232,0.511138434950024
40.843,28.234,0.502706314544198
40.945,28.237,0.499857564126955
41.047,28.24,0.498537274043394
41.15,28.244,0.502118577034742
41.252,28.249,0.509480125548604
41.356,28.254,0.524282687387873
41.462,28.26,0.538981720146783
41.57,28.268,0.560299782020916
41.68,28.276,0.580878579429309
41.794,28.286,0.605867537425413
41.91,28.297,0.63276055956085
42.029,28.309,0.658579775054359
42.149,28.322,0.685817549742041
42.271,28.336,0.71452834904078
42.394,28.352,0.742779305654685
42.518,28.368,0.772998984114675
42.643,28.386,0.797002179120153
42.769,28.404,0.827012991211078
42.896,28.423,0.854071784277286
43.023,28.442,0.880408656832246
43.152,28.462,0.908307966461461
43.281,28.482,0.932455790185206
43.41,28.501,0.953006223382976
43.54,28.52,0.971268804577652
43.671,28.537,0.985333135211101
43.803,28.553,0.995617890286512
43.935,28.567,1
44.067,28.579,1
44.2,28.59,1
44.333,28.598,1
44.466,28.604,1
44.6,28.609,1
44.734,28.613,1
44.867,28.615,1
45.001,28.616,1
45.135,28.616,1
45.27,28.616,1
45.404,28.614,1
45.538,28.613,1
45.673,28.61,1
45.807,28.607,1
45.942,28.604,1
46.076,28.601,1
46.211,28.597,1
46.346,28.593,1
46.48,28.589,1
46.615,28.585,1
46.75,28.581,1
46.885,28.577,1
47.02,28.572,1
47.155,28.568,1
47.29,28.564,1
47.425,28.559,1
47.56,28.555,1
47.695,28.551,1
47.83,28.546,1
47.966,28.542,1
48.101,28.538,1
48.236,28.534,1
48.372,28.53,1
48.507,28.526,1
48.643,28.523,1
48.778,28.519,1
48.914,28.516,1
49.049,28.513,1
49.185,28.51,0.985923966952836
49.321,28.508,0.969412811443089
49.457,28.505,0.939502141905757
49.592,28.503,0.901185959142442
49.728,28.502,0.856059705111299
49.864,28.501,0.802804646573978
50,28.5,0.742442531174339
0,28.625,0.754909848440624
0.13891,28.605,0.698122466327079
0.27812,28.586,0.636471186081206
0.41726,28.565,0.578835936037171
0.55526,28.54,0.517193641135262
0.68954,28.512,0.471945974345968
0.81603,28.487,0.423584639016098
0.93202,28.471,0.385317378341125
1.0392,28.461,0.354360115953451
1.1409,28.456,0.329335721514943
1.2398,28.453,0.311328747581143
1.337,28.451,0.306897914125137
1.4334,28.451,0.307735052418616
1.5294,28.453,0.315471255213218
1.6261,28.456,0.326066652332108
1.7252,28.462,0.356184413019215
1.8299,28.472,0.386831699789854
1.9442,28.489,0.428033321015917
2.0688,28.513,0.475512981623181
2.1999,28.54,0.524579276056457
2.3334,28.564,0.575044698686929
2.4673,28.585,0.634339365801159
2.6008,28.604,0.686400535764875
2.7335,28.623,0.743473840170663
2.8657,28.643,0.80097729222085
2.9972,28.663,0.854075440292456
3.1281,28.684,0.90237391579091
3.2585,28.706,0.946027610234628
3.3884,28.729,0.983437591255689
3.5178,28.752,1
3.6468,28.775,1
3.7753,28.799,1
3.9035,28.822,1
4.0313,28.846,1
4.1588,28.868,1
4.286,28.89,1
4.4129,28.911,1
4.5396,28.931,1
4.6661,28.95,1
4.7924,28.968,1
4.9185,28.985,1
5.0445,29,1
5.1704,29.014,1
5.2962,29.027,1
5.4218,29.038,1
5.5475,29.047,1
5.673,29.055,1
5.7985,29.062,1
5.924,29.067,1
6.0495,29.071,1
6.175,29.073,1
6.3005,29.073,1
6.426,29.072,1
6.5515,29.07,1
6.6772,29.066,1
6.8028,29.06,1
6.9286,29.054,1
7.0545,29.045,1
7.1805,29.036,1
7.3066,29.025,1
7.4329,29.013,1
7.5593,28.999,1
7.6859,28.985,1
7.8127,28.97,1
7.9397,28.954,1
8.0669,28.937,1
8.1943,28.92,1
8.3219,28.903,1
8.4498,28.885,1
8.5778,28.868,1
8.7061,28.85,1
8.8345,28.833,1
8.9631,28.817,1
9.0919,28.801,1
9.2207,28.785,1
9.3498,28.77,1
9.4789,28.755,1
9.6081,28.742,1
9.7373,28.728,1
9.8667,28.715,1
9.996,28.702,1
10.125,28.69,1
10.255,28.678,1
10.384,28.666,1
10.514,28.654,1
10.643,28.642,1
10.772,28.63,1
10.902,28.618,1
11.031,28.605,1
11.16,28.592,1
11.289,28.578,1
11.418,28.564,1
11.546,28.549,1
11.675,28.533,1
11.804,28.517,1
11.932,28.5,1
12.06,28.482,1
12.187,28.463,1
12.315,28.443,1
12.442,28.423,1
12.569,28.402,1
12.695,28.38,1
12.821,28.358,1
12.947,28.337,1
13.072,28.315,1
13.197,28.293,1
13.321,28.272,1
13.445,28.251,1
13.569,28.231,1
13.692,28.212,1
13.815,28.194,1
13.937,28.176,1
14.059,28.16,1
14.18,28.144,1
14.302,28.13,1
14.422,28.117,1
14.543,28.105,0.997143941405101
14.663,28.095,0.991275710556246
14.782,28.086,0.984297470094306
14.901,28.078,0.977266110092424
15.02,28.071,0.967574245290436
15.139,28.066,0.960598624644588
15.258,28.062,0.947753259215655
15.376,28.06,0.940549328738959
15.493,28.059,0.929171311737942
15.611,28.059,0.922552809680993
15.729,28.061,0.91960020084324
15.846,28.065,0.914705161759917
15.963,28.07,0.913402584307609
16.08,28.076,0.911165892116962
16.197,28.084,0.912100326370752
16.314,28.093,0.916351525240073
16.431,28.103,0.919208164378994
16.549,28.115,0.925056693083371
16.666,28.128,0.933846299098549
16.783,28.142,0.940231156657068
16.901,28.157,0.948200950613706
17.018,28.174,0.957319376289285
17.136,28.191,0.961812633855349
17.254,28.208,0.967894044361528
17.372,28.227,0.973277402955175
17.491,28.246,0.978102573215853
17.609,28.265,0.983977563990754
17.729,28.285,0.990331037865216
17.848,28.305,0.996787826800391
17.968,28.326,1
18.088,28.346,1
18.208,28.367,1
18.329,28.387,1
18.45,28.408,1
18.571,28.428,1
18.693,28.448,1
18.815,28.467,1
18.938,28.486,1
19.061,28.504,1
19.185,28.521,1
19.309,28.537,1
19.433,28.552,1
19.558,28.565,1
19.683,28.577,1
19.809,28.588,1
19.935,28.596,1
20.061,28.604,1
20.188,28.609,1
20.315,28.613,1
20.443,28.615,1
20.571,28.616,1
20.699,28.615,1
20.828,28.613,1
20.956,28.61,1
21.085,28.606,1
21.215,28.601,1
21.345,28.596,1
21.475,28.591,1
21.605,28.585,1
21.735,28.579,1
21.866,28.573,1
21.997,28.568,1
22.128,28.563,1
22.26,28.559,1
22.391,28.555,1
22.523,28.551,1
22.655,28.549,1
22.787,28.547,1
22.919,28.545,1
23.051,28.544,1
23.183,28.544,1
23.316,28.545,1
23.449,28.547,1
23.581,28.549,1
23.714,28.551,1
23.847,28.555,1
23.98,28.559,1
24.113,28.563,1
24.247,28.568,1
24.38,28.574,1
24.513,28.58,1
24.647,28.587,1
24.78,28.594,1
24.914,28.602,1
25.048,28.61,1
25.182,28.619,1
25.316,28.628,1
25.45,28.638,1
25.584,28.648,1
25.718,28.658,1
25.853,28.669,1
25.987,28.68,1
26.122,28.692,1
26.257,28.704,1
26.391,28.716,1
26.526,28.729,1
26.661,28.742,1
26.797,28.756,1
26.932,28.77,1
27.067,28.784,1
27.203,28.799,1
27.338,28.815,1
27.474,28.831,1
27.61,28.848,1
27.746,28.865,1
27.882,28.884,1
28.019,28.903,1
28.155,28.924,1
28.292,28.947,1
28.428,28.971,1
28.565,28.996,0.993964915414372
28.702,29.024,0.977655755795392
28.838,29.055,0.957652856402092
28.975,29.087,0.932137011217084
29.112,29.122,0.899294487473357
29.248,29.158,0.867330609522144
29.384,29.195,0.822253010313208
29.52,29.233,0.774990614458225
29.655,29.271,0.72504025828302
29.79,29.308,0.671541430022552
29.923,29.344,0.616571399389255
30.054,29.375,0.559587047810387
30.178,29.399,0.507396766717067
30.29,29.413,0.45623181897789
30.395,29.42,0.408728929572107
30.495,29.422,0.366140049560586
30.594,29.423,0.326968199465725
30.693,29.424,0.291524180638295
30.791,29.423,0.259021405093979
30.889,29.423,0.231891158173066
30.987,29.422,0.205650668370015
31.085,29.421,0.18158976537603
31.184,29.42,0.164371111938324
31.282,29.419,0.147180539590105
31.38,29.417,0.13536083876152
31.478,29.416,0.123207765537903
31.576,29.414,0.115894680624253
31.674,29.412,0.112459062764633
31.772,29.41,0.108234909713184
31.87,29.408,0.105530337775246
31.968,29.406,0.106429537997183
32.066,29.404,0.108185018346278
32.164,29.402,0.109314360808064
32.262,29.4,0.108678440214479
32.361,29.398,0.109399885523837
32.459,29.396,0.108454381263054
32.557,29.394,0.108921144176441
32.655,29.392,0.109391454988258
32.753,29.39,0.111246219278556
32.851,29.388,0.116234845639905
32.949,29.387,0.124813982022021
33.047,29.385,0.13890831290237
33.146,29.384,0.159490142840119
33.244,29.383,0.18098627399634
33.342,29.382,0.211145897374882
33.441,29.381,0.2445195301574
33.539,29.38,0.282420779189543
33.638,29.379,0.322911487942001
33.738,29.377,0.369059710318625
33.84,29.374,0.420454759714274
33.945,29.367,0.470463184334126
34.061,29.352,0.527874124442005
34.186,29.328,0.579103786726868
34.317,29.297,0.639195254364721
34.451,29.263,0.693436294633939
34.586,29.228,0.744832063494498
34.722,29.192,0.796127584869353
34.857,29.157,0.844455918186393
34.994,29.122,0.885970163791456
35.13,29.087,0.925836915482143
35.267,29.055,0.955710835811967
35.404,29.025,0.985612057955838
35.541,28.996,1
35.678,28.971,1
35.815,28.947,1
35.952,28.926,1
36.09,28.906,1
36.227,28.888,1
36.364,28.871,1
36.501,28.856,1
36.637,28.841,1
36.774,28.826,1
36.911,28.812,1
37.047,28.797,1
37.183,28.782,1
37.319,28.767,1
37.454,28.751,1
37.589,28.733,1
37.724,28.715,1
37.859,28.695,1
37.993,28.674,1
38.126,28.652,1
38.259,28.63,1
38.391,28.607,1
38.522,28.584,0.994536457985913
38.653,28.561,0.977231857371374
38.783,28.538,0.955865503127725
38.912,28.516,0.932931009741748
39.041,28.496,0.906668973004991
39.169,28.477,0.87966531229726
39.295,28.459,0.850866266639164
39.421,28.443,0.823382690392542
39.546,28.429,0.79503699210845
39.67,28.416,0.767852477613157
39.793,28.405,0.743292562070422
39.914,28.395,0.718163884588125
40.034,28.387,0.694037428395912
40.153,28.381,0.673434994806517
40.27,28.376,0.652968495115466
40.385,28.373,0.634216345570796
40.498,28.371,0.617860643749013
40.608,28.37,0.608027417831655
40.718,28.371,0.594337360734043
40.826,28.373,0.586157482775777
40.933,28.375,0.583257163040236
41.039,28.379,0.581701698497103
41.146,28.383,0.584889410865813
41.254,28.389,0.591521283115151
41.363,28.395,0.605054989459935
41.474,28.403,0.618306765964666
41.586,28.411,0.637741926000196
41.701,28.42,0.656294978253746
41.817,28.43,0.678566042030075
41.934,28.441,0.70278035917714
42.054,28.453,0.725463541564439
42.174,28.466,0.749106635725609
42.295,28.48,0.773702118898432
42.418,28.494,0.797399794316937
42.541,28.51,0.822770009844608
42.666,28.526,0.841876538224125
42.791,28.544,0.866553989684508
42.917,28.561,0.888201387062348
43.044,28.58,0.909358854069216
43.171,28.598,0.932220381925006
43.299,28.617,0.951808649058711
43.428,28.635,0.968500244621772
43.558,28.652,0.983466507657412
43.688,28.669,0.994546806941118
43.819,28.684,1
43.95,28.697,1
44.082,28.708,1
44.214,28.718,1
44.347,28.726,1
44.479,28.732,1
44.612,28.737,1
44.746,28.74,1
44.879,28.742,1
45.012,28.744,1
45.146,28.744,1
45.28,28.743,1
45.414,28.742,1
45.548,28.74,1
45.682,28.738,1
45.816,28.735,1
45.95,28.732,1
46.084,28.728,1
46.218,28.725,1
46.353,28.721,1
46.487,28.717,1
46.622,28.713,1
46.756,28.708,1
46.891,28.704,1
47.025,28.7,1
47.16,28.695,1
47.295,28.691,1
47.43,28.686,1
47.564,28.682,1
47.699,28.677,1
47.834,28.673,1
47.969,28.669,1
48.104,28.665,1
48.239,28.661,1
48.375,28.657,1
48.51,28.653,1
48.645,28.649,1
48.78,28.646,1
48.916,28.642,1
49.051,28.639,1
49.186,28.636,0.98440164901244
49.322,28.633,0.969770320147995
49.457,28.631,0.941730958050923
49.593,28.629,0.90608938863306
49.729,28.627,0.863757270421729
49.864,28.626,0.81340466626738
50,28.625,0.755739344419913
0,28.75,0.782721057207226
0.13667,28.729,0.729452950869214
0.27348,28.709,0.670752206015641
0.41017,28.688,0.615842880193699
0.54604,28.662,0.557062407457514
0.67948,28.633,0.513300859849985
0.80773,28.605,0.466459186860097
0.92773,28.584,0.429042060589382
1.0387,28.57,0.399153283961684
1.1428,28.563,0.374816136112491
1.2429,28.559,0.357309714135555
1.3409,28.557,0.353981462326915
1.4379,28.558,0.355628106056087
1.535,28.561,0.363530054313536
1.6338,28.566,0.374338344710048
1.7366,28.575,0.404572576759282
1.8468,28.59,0.434665451626797
1.966,28.612,0.474765283059254
2.0925,28.64,0.520626344796506
2.2231,28.668,0.567808250596033
2.3551,28.693,0.61602363804749
2.4872,28.716,0.672072853809635
2.619,28.736,0.721595180480504
2.7504,28.756,0.775295156382357
2.8812,28.777,0.829394898236955
3.0115,28.798,0.87912784865028
3.1413,28.819,0.924072204325858
3.2707,28.842,0.964856828519434
3.3996,28.865,0.999381807322519
3.5281,28.889,1
3.6562,28.913,1
3.784,28.937,1
3.9114,28.961,1
4.0384,28.985,1
4.1652,29.008,1
4.2917,29.03,1
4.4179,29.052,1
4.5439,29.072,1
4.6698,29.091,1
4.7954,29.109,1
4.9209,29.126,0.999644263338773
5.0462,29.141,0.997912716129849
5.1715,29.155,1
5.2966,29.168,0.999435343831456
5.4217,29.179,0.999973368906557
5.5467,29.188,1
5.6717,29.196,1
5.7966,29.203,1
5.9215,29.208,1
6.0464,29.211,1
6.1713,29.213,1
